ID,inventorynumber,artist,originaltitle,date,medium,accessionyear,provenance,permalink,permalinkimage,copyright
12158.jpg,Z.A.B.2115,Rudolf Meyer (1605–1638),"Ein Offizier mit seiner Mätresse, von einem Hügel die Plünderung eines Dorfes betrachtend. Vorzeichnung im Gegensinn zur Folge von Radierungen «Szenen aus dem Dreissigjährigen Krieg»",1628,"Black pen on paper, framing lines with black pen, mounted",1840,"Rudolf Meyer (*1605 Zürich, +1638 Zürich) (Künstler/-in) /// Verbleib unbekannt /// o.D. – 1840, Johann Jakob Meyer (Sammler/-in), Zürich /// ab 1840, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk",https://collection.kunsthaus.ch/de/collection/item/12158,https://collection.kunsthaus.ch/multimedia/7/multimedia-474467.extra-large.jpg,
5032.jpg,PH.2002/0001,Hannah Villiger (1951–1997),Block XXXIII,1993/1994,"6 C-prints of Polaroids, on glossy paper, mounted on aluminium",2002,"Hannah Villiger (*1951 Cham, +1997 Auw) (Künstler/-in) /// 1997 – 2002, Nachlass Hannah Villiger c/o Eric Hattan, Nachlass /// 2002, Scalo Verlag AG (Kunsthandel), Zürich, Kommission /// ab 2002, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/5032,https://collection.kunsthaus.ch/multimedia/5/multimedia-598235.extra-large.jpg,© Stiftung THE ESTATE OF HANNAH VILLIGER
9015.jpg,Z.A.B.0941,Albrecht Dürer (1471–1528),Apollo,1500–1505,"Grey-brown pen on unevenly trimmed paper, mounted on brownish paper",1843,"Albrecht Dürer (*1471 Nürnberg, +1528 Nürnberg) (Künstler/-in) /// Verbleib unbekannt /// o.D. – 1843, David Hess (*1770 Zürich, +1843), Zürich /// ab 1843, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/9015,https://collection.kunsthaus.ch/multimedia/7/multimedia-474487.extra-large.jpg,
1691.jpg,1166,Ferdinand Hodler (1853–1918),Der bewunderte Jüngling,"1903 (?), revised in 1916",Oil on canvas,1918,"o.D. – 1917, Ferdinand Hodler (*1853 Bern, +1918 Genf) (Künstler/in) /// spätestens ab 16.1.1918 – 5.4.1919, Alfred Rütschi (*1868, +1929 München) (Sammler/-in), Zürich /// ab 1918, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe /// ab 5.4.1919, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk",https://collection.kunsthaus.ch/de/collection/item/1691,https://collection.kunsthaus.ch/multimedia/7/multimedia-1175217.extra-large.jpg,
1174959.jpg,VZK.2022/0034,Hiwa K (*1975),Pre-Image (Porto),2014,"1-channel video, colour, sound; acquired as digital file, HD, 16:9",2022,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/1174959,https://collection.kunsthaus.ch/multimedia/9/multimedia-1435279.extra-large.jpg,© HIWA K
14905.jpg,Z.1985/0070,Hans Richter (1888–1976),Portrait Walter Serner,1917,Chalk in colour on paper,1985,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/14905,https://collection.kunsthaus.ch/multimedia/6/multimedia-1462276.extra-large.jpg,© Estate of Hans Richter
5910.jpg,1961/0017,Sonja Sekula (1918–1963),Formation avec silence,1959,Opaque paint and collage on paper,1961,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/5910,https://collection.kunsthaus.ch/multimedia/5/multimedia-1461315.extra-large.jpg,Die Nachlassvertretung konnte nicht gefunden werden. Die Rechteinhaber mögen sich melden.
3004.jpg,2107,Edouard Vallet (1876–1929),Walliser Wiege,1923,Oil on canvas,1929,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/3004,https://collection.kunsthaus.ch/multimedia/3/multimedia-1462273.extra-large.jpg,
9918.jpg,Gr.1953/0021,Ernst Ludwig Kirchner (1880–1938),Palucca,1930,Colour woodcut on paper,1953,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/9918,https://collection.kunsthaus.ch/multimedia/1/multimedia-694231.extra-large.jpg,
824.jpg,1981,Paul Bodmer (1886–1983),Bildnis Fräulein O. K. (Olga Mayenfisch-Kopp),1929,Oil on canvas,1929,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/824,https://collection.kunsthaus.ch/multimedia/4/multimedia-1247224.extra-large.jpg,Die Nachlassvertretung konnte nicht gefunden werden. Die Rechteinhaber mögen sich melden.
179955.jpg,ZKG.2018/0004,Johan Christian Dahl (1788–1857),Der Vesuv von Ischia aus gesehen,1820–1821,Oil on canvas,2018,"Johan Christian Dahl (*1788 Bergen, +1857 Dresden) (Künstler/-in) /// Verbleib unbekannt /// 2008 – 2018, Christen Sveaas (*1956 Oslo) (Sammler/-in), Kauf /// ab 2018, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk /// 12.2008, Finarte Casa d'Aste (Auktion), Milan, Lot 323",https://collection.kunsthaus.ch/de/collection/item/179955,https://collection.kunsthaus.ch/multimedia/9/multimedia-374199.extra-large.jpg,
1168.jpg,1967/0068,Augusto Giacometti (1877–1947),Adam und Eva,1907,Oil on canvas,1967,"Augusto Giacometti (*1877 Stampa, +1947 Zürich) (Künstler/-in) /// Nachlass Augusto Giacometti, Nachlass /// Erwin Poeschel (*1884 Kitzingen, +1965 Kilchberg ZH) (Sammler/-in) /// o.D. – 1967, Nachlass Erwin Poeschel /// ab 1967, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/1168,https://collection.kunsthaus.ch/multimedia/4/multimedia-715234.extra-large.jpg,
1873.jpg,1978/0001,H. R. Giger (1940–2014),Biomechanische Landschaft,1976,"Acrylic, ink and paper on ply wood",1978,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/1873,https://collection.kunsthaus.ch/multimedia/1/multimedia-931211.extra-large.jpg,© Carmen Scheifele Giger
1151961.jpg,ZKG.2022/0025,Yoko Ono (*1933),IMAGINE PEACE,3/2022,Silkscreen print on paper (Somerset),2022,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/1151961,https://collection.kunsthaus.ch/multimedia/4/multimedia-1445534.extra-large.jpg,© Yoko Ono
793958.jpg,ZKG.2022/0002,Ursula Biemann (*1955),Forest Mind,2021,"2-channel video projection, colour, sound; acquired as digital file, 4K, 16:9; square with wall text and DNA of the rainforest",2022,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/793958,https://collection.kunsthaus.ch/multimedia/4/multimedia-1237214.extra-large.jpg,© Ursula Biemann
986959.jpg,ZKG.2021/0049,Stefano della Bella (1610–1664),Ein Kavalleriegefecht,1638/1643,"Pen and brown over graphite pencil on paper, mounted",2021,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/986959,https://collection.kunsthaus.ch/multimedia//multimedia-1188210.extra-large.jpg,
946958.jpg,ZKG.2021/0038,Sonja Sekula (1918–1963),Brücken in New York,1950,"Black and blue ink, watercolour, gouache and graphite pencil on paper",2021,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/946958,https://collection.kunsthaus.ch/multimedia/4/multimedia-1181224.extra-large.jpg,Die Nachlassvertretung konnte nicht gefunden werden. Die Rechteinhaber mögen sich melden.
854965.jpg,ZKG.2021/0019,Augusto Giacometti (1877–1947),Studie zu «Das Kreisen der Planeten»,after 1905,"Charcoal in black, heightened with white chalk, shiny gold particles, on beige paper",2021,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/854965,https://collection.kunsthaus.ch/multimedia//multimedia-1183220.extra-large.jpg,
854964.jpg,ZKG.2021/0018,Augusto Giacometti (1877–1947),Jenatschs Tod. Skizze für den «Kalender Jürg Jenatsch»,1908,"Charcoal in black and chalk in white on irregularly trimmed grey paper, assembled",2021,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/854964,https://collection.kunsthaus.ch/multimedia/4/multimedia-1123254.extra-large.jpg,
854963.jpg,ZKG.2021/0017,Augusto Giacometti (1877–1947),Der Maskenball in Chur. Skizze für den «Kalender Jürg Jenatsch»,1908,"Charcoal in black and chalk in white on irregularly trimmed grey paper, assembled",2021,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/854963,https://collection.kunsthaus.ch/multimedia/6/multimedia-1123206.extra-large.jpg,
854962.jpg,ZKG.2021/0016,Augusto Giacometti (1877–1947),Im Kloster zu Kazis. Skizze für den «Kalender Jürg Jenatsch»,1908,"Charcoal in black and chalk in white on irregularly trimmed grey paper, assembled",2021,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/854962,https://collection.kunsthaus.ch/multimedia//multimedia-1123240.extra-large.jpg,
854961.jpg,ZKG.2021/0015,Augusto Giacometti (1877–1947),"Ich muss doch sehen, ob das Bündnerwasser noch so gut schmeckt wie in meiner Jugend. Skizze für den «Kalender Jürg Jenatsch»",1908,"Charcoal in black and chalk in white on irregularly trimmed grey paper, assembled",2021,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/854961,https://collection.kunsthaus.ch/multimedia/2/multimedia-1123212.extra-large.jpg,
854960.jpg,ZKG.2021/0014,Augusto Giacometti (1877–1947),Jenatsch betritt den herzoglichen Palast in Venedig. Skizze für den «Kalender Jürg Jenatsch»,1908,"Charcoal in black and chalk in white on irregularly trimmed grey paper, assembled",2021,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/854960,https://collection.kunsthaus.ch/multimedia/7/multimedia-1123207.extra-large.jpg,
854959.jpg,ZKG.2021/0013,Augusto Giacometti (1877–1947),Die Erbauung von Fuentes. Skizze für den «Kalender Jürg Jenatsch»,1908,"Charcoal in black and chalk in white on irregularly trimmed grey paper, assembled",2021,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/854959,https://collection.kunsthaus.ch/multimedia/4/multimedia-1123224.extra-large.jpg,
696968.jpg,ZKG.2020/0035,Odilon Redon (1840–1916),L'Araignée qui pleure,c. 1880,"Charcoal, graphite pencil and ink on paper collé, mounted on paper",2020,"Odilon Redon (*1840 Bordeaux, +1916 Paris) (Künstler/-in) /// wohl, Camille Redon (*1852 La Possession, Réunion, +1923) /// wohl, o.D. – 30.11.1920, Collection M. A. Beurdeley (Sammlung), Paris /// 30.11.1920 – 2.12.1920, Galerie Georges Petit (Auktion), Paris, Lot 369 (?) /// Henri Matisse (*1869 Le Cateau-Cambrésis, +1954 Nizza) (Sammler/-in) /// Pierre Matisse (*1900 Bohain-en-Vermandois, +1989 Monaco) (Sammler/-in), New York, Nachlass /// Morton R. Goldsmith (Sammler/-in), New York /// Enid F. Goldsmith (Sammler/-in), USA, Nachlass /// o.D. – 15.5.1985, Unbekannt (Sammler/-in), Nachlass /// 15.5.1985, Sotheby's (Auktion), New York, Lot 151 /// 3.6.2020, Christie's Paris (Auktion), Paris, Lot 135, zurück /// 15.5.1985 – 6.2020, Kunstsammlung Klaus und Erika Hegewisch gemeinnützige GmbH (Sammlung), Hamburg, Kauf /// ab 2020, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/696968,https://collection.kunsthaus.ch/multimedia/6/multimedia-823206.extra-large.jpg,
655958.jpg,ZKG.2020/0007,Rudolf Müller (1802–1885),Blick über den Golf von Sorrent auf die Insel Capri,undated,Watercolour over preparatory drawing with graphite pencil on wove paper,2020,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/655958,https://collection.kunsthaus.ch/multimedia/6/multimedia-1016236.extra-large.jpg,
577960.jpg,ZKG.2020/0001,"Giovanni Benedetto Castiglione, genannt Il Grechetto (1609–1664)",Auffindung der Leichname der Heiligen Petrus und Paulus,c. 1647–1651,Etching on paper,2020,"Giovanni Benedetto Castiglione, genannt Il Grechetto (*1609 Genua, +1664 Mantua) (Künstler/-in) /// Verbleib unbekannt /// Antiquariat Hegnauer (Kunsthandel), Bern /// spätestens ab 1990 – 10.1.2020, Michael Matile (*1962) (Sammler/-in), Einsiedeln, Kauf /// ab 10.1.2020, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/577960,https://collection.kunsthaus.ch/multimedia/6/multimedia-687216.extra-large.jpg,
549959.jpg,ZKG.2019/0028,Mircea Cantor (*1977),Aquila Non Capit Muscas,2018,"Single channel video, colour, no sound; acquired as digital file, 16:9",2019,"Mircea Cantor (*1977 Oradea) (Künstler/in) /// VNH Gallery (Galerie), Paris /// ab 9.10.2019, Zürcher Kunstgesellschaft | Kunsthaus Zürich, Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/549959,https://collection.kunsthaus.ch/multimedia/4/multimedia-704224.extra-large.jpg,
532973.jpg,ZKG.2019/0025,Pier Francesco Mola (1612–1666),Merkur und Argus,1650,Drypoint etching on paper,2019,"Pier Francesco Mola (*1612 Coldrerio, Tessin, +1666 Rom) (Künstler/-in) /// Verbleib unbekannt /// 2019, Libreria Antiquarius (Kunsthandel), Rom /// 2019 – 17.10.2019, Michael Matile (*1962) (Sammler/-in), Einsiedeln /// ab 17.10.2019, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/532973,https://collection.kunsthaus.ch/multimedia/7/multimedia-636237.extra-large.jpg,
359971.jpg,ZKG.2018/0191,Honoré Daumier (1808–1879),Tête d'homme,undated,Black and brown pen on paper,2018,"Honoré Daumier (*1808 Marseille, +1879 Valmondois, Val-d'Oise) (Künstler/-in) /// Verbleib unbekannt /// Claude Roger-Marx (*1888 Paris, +1977 Paris), Paris /// Edouard & Jeannine Chapet, Paris /// 11.9.2018, Sotheby's (France) (Auktion), Paris, Lot 178 /// ab 9.11.2018, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich",https://collection.kunsthaus.ch/de/collection/item/359971,https://collection.kunsthaus.ch/multimedia/2/multimedia-762212.extra-large.jpg,
167947.jpg,ZKG.2017/0127,Vera Lutter (*1960),"Alberto Giacometti, Tall Figure, III: October 16, 2013",10/16/2013,"Camera obscura silver gelatine print (unique), mounted",2017,"Vera Lutter (*1960 Kaiserslautern) (Künstler/-in) /// o.D. – 2017, Birgit Filzmaier - 19th & 20th Century Fine Art Photography (Kunsthändler/-in), Zürich /// ab 2017, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/167947,https://collection.kunsthaus.ch/multimedia//multimedia-1202210.extra-large.jpg,© Vera Lutter / Photo: Studio Vera Lutter
154934.jpg,ZKG.2017/0100,Erika Streit (1910–2011),Ohne Titel. Abstraktion (W.47),1960,Crayon on paper,2017,"Erika Streit (*1910 Kutterschitz, +2011 Kilchberg) (Künstler/in) /// 2011 – 2017, Erika Streit-Stiftung (Sammlung), Kilchberg, Nachlass /// ab 2017, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk",https://collection.kunsthaus.ch/de/collection/item/154934,https://collection.kunsthaus.ch/multimedia/5/multimedia-1333255.extra-large.jpg,"© Erika Streit-Stiftung, Kilchberg"
166949.jpg,Z.1992/0031,Gerhard Richter (*1932),"Kugel, 15.6.1991",6/15/1991,Ink on paper,1992,"Gerhard Richter (*1932 Dresden) (Künstler/-in) /// 1992, Anthony d'Offay Gallery (Galerie) /// ab 1992, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Kauf",https://collection.kunsthaus.ch/de/collection/item/166949,https://collection.kunsthaus.ch/multimedia/4/multimedia-765224.extra-large.jpg,© Gerhard Richter 2022 (08042022)
997960.jpg,VZK.2021/0050,Gabrielle Goliath (*1983),This song is for...,2019,"11 2-channel audio-video installation, 4K, colour, sound, vinyl text",2021,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/997960,https://collection.kunsthaus.ch/multimedia/7/multimedia-1174207.extra-large.jpg,© Gabrielle Goliath / Photo: Anthea Pokroy
7827.jpg,VT.2013/0001,Diana Thater (*1962),Chernobyl,2010,"Synchronized 6-channel video installation, colour, no sound",2013,"Diana Thater (*1962 San Francisco CA) (Künstler/-in) /// 2013, Hauser & Wirth (Galerie), Zürich /// ab 2013, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/7827,https://collection.kunsthaus.ch/multimedia/4/multimedia-374224.extra-large.jpg,"© Diana Thater; Courtesy the artist, Hauser & Wirth, David Zwirner, London/New York, and 1301PE, Los Angeles "
7650.jpg,VT.2010/0056,"Superflex (*1993), artist / Tuan Andrew Nguyen (*1976), director / The Propeller Group, producer",Flooded McDonald's,2009,"Single channel projection, digital film, 2K, 16:9, colour, stereo; acquired as Mac mini",2010,"Superflex (*1993 Kopenhagen) (Künstler/in) /// Blumarts Inc. (Galerie) /// ab 2010, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/7650,https://collection.kunsthaus.ch/multimedia/5/multimedia-479205.extra-large.jpg,© Superflex
5911.jpg,PH.2002/0019,Jeff Wall (*1946),Tattoos and Shadows,2000,Transparency in lightbox,2002,"Jeff Wall (*1946 Vancouver) (Künstler/-in) /// o.D. – 2002, Galerie Rüdiger Schöttle (Galerie), München /// ab 2002, Vereinigung Zürcher Kunstfreunde, Gruppe Junge Kunst (Sammlung), Zürich, Kauf /// ab 2002, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/5911,https://collection.kunsthaus.ch/multimedia//multimedia-364220.extra-large.jpg,© Courtesy of the artist / Foto: Jeff Wall Studio
5789.jpg,PH.2002/0002,Maurizio Cattelan (*1960),Hollywood,2001,Colour photograph,2002,"Maurizio Cattelan (*1960 Padua) (Künstler/-in) /// 2001, Galerie Perrotin (Galerie), Paris /// ab 2001, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/5789,https://collection.kunsthaus.ch/multimedia/9/multimedia-364219.extra-large.jpg,© Maurizio Cattelan
395978.jpg,GS 422,"Teresa Hubbard / Alexander Birchler, producer",Flora,2017,Synchronized double-sided film installation with shared soundtrack,2018,"Teresa Hubbard / Alexander Birchler (Künstler/-in) /// Walter A. Bechtler-Stiftung (Sammlung), Kauf /// ab 2018, Alberto Giacometti-Stiftung (Sammlung), Zürich, Geschenk /// ab 2018, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/395978,https://collection.kunsthaus.ch/multimedia/6/multimedia-1125206.extra-large.jpg,
16044.jpg,Gr.1979/0030,Gerhard Richter (*1932),Seelandschaft,1971,Aquatint on paper,1978,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/16044,https://collection.kunsthaus.ch/multimedia/5/multimedia-1366235.extra-large.jpg,© Gerhard Richter 2023 (01032023)
7356.jpg,2011/0030,Oscar Tuazon (*1975),Dead Ahead,2011,"Oak wood, steel",2011,"Oscar Tuazon (*1975 Seattle (Washington)) (Künstler/-in) /// Maccarone Gallery (Galerie), New York /// ab 2011, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich",https://collection.kunsthaus.ch/de/collection/item/7356,https://collection.kunsthaus.ch/multimedia/1/multimedia-371211.extra-large.jpg,"© Oscar Tuazon; Courtesy of the artist, Luhring Augustine, New York, Galerie Chantal Crousel, Paris, and Eva Presenhuber, Zürich, New York"
3882.jpg,1978/0005,Félix Vallotton (1865–1925),"Hautes Alpes, glaciers et pics neigeux",1919,Oil on canvas,1978,"Félix Vallotton (*1865 Lausanne, +1925 Neuilly-sur-Seine, Paris) (Künstler/-in) /// [Verbleib unbekannt?] /// 1925 – 1968, Jacques Rodrigues-Hendriques (*1886 Paris, +1986), Paris /// 1968 – 1978, Feilchenfeldt (Galerie), Zürich /// ab 1978, Gottfried Keller-Stiftung (Sammlung), Bundesamt für Kultur, Bern, Kauf mit einem Beitrag von der Zürcher Kunstgesellschaft /// ab 1978, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/3882,https://collection.kunsthaus.ch/multimedia/3/multimedia-644233.extra-large.jpg,
